Id,SalePrice
1461,117833.83272727273
1462,156290.40758327945
1463,177468.42538607205
1464,175389.53536192948
1465,192569.73075757577
1466,187773.718
1467,179944.3117808236
1468,172332.71125178476
1469,187069.64866666665
1470,122378.52168406386
1471,193937.8393131313
1472,93856.022
1473,95294.4
1474,139167.808
1475,124581.23907563025
1476,318418.806
1477,257964.836
1478,235432.96
1479,313192.39
1480,449902.762
1481,318006.328
1482,210654.8071666667
1483,209141.654
1484,154489.024
1485,168811.62852006222
1486,201059.5306666667
1487,293089.85066666664
1488,247743.802
1489,201138.8468888889
1490,236044.282
1491,194111.96866666665
1492,106849.73938934013
1493,191982.4866666667
1494,302241.264
1495,237855.25
1496,218661.13266666664
1497,192564.552
1498,143372.146
1499,143192.528
1500,152594.052
1501,169346.42314285712
1502,141683.042
1503,273159.43
1504,227696.51666666666
1505,218236.76266666665
1506,155887.3
1507,305932.264
1508,197136.73504761906
1509,164783.5323333333
1510,148835.9176232181
1511,147718.79979592928
1512,167873.591974026
1513,145195.67853214103
1514,158951.158
1515,193922.01
1516,145766.42523636366
1517,140390.63373578642
1518,137134.1365811966
1519,215793.08666666667
1520,139367.28106920462
1521,142525.77379484058
1522,162843.74125252527
1523,133846.16866666666
1524,129174.21772857143
1525,111276.16610649352
1526,136138.38783030305
1527,108689.23936369909
1528,113221.51719930324
1529,141490.33054564922
1530,155234.52461283642
1531,131881.742
1532,102295.72172444944
1533,132698.82583333334
1534,116659.44470519159
1535,135377.73456969697
1536,114833.68320496894
1537,97679.17336916846
1538,112138.0
1539,173686.93333333332
1540,161485.878
1541,130484.554
1542,136973.527
1543,188776.05666666667
1544,88061.29242657343
1545,97346.166
1546,119593.84140344504
1547,144914.18333333335
1548,127992.7064102564
1549,93657.132
1550,139323.34285714285
1551,112668.87066666665
1552,153975.998
1553,154279.988
1554,119638.904
1555,194671.02
1556,115670.68533333333
1557,128238.35511665443
1558,84616.22
1559,128806.026
1560,128791.104
1561,156120.14
1562,118672.75679715085
1563,119386.46625477093
1564,158276.698
1565,162259.698
1566,197095.528
1567,93023.517
1568,207314.308
1569,158796.19656969697
1570,132541.26318261184
1571,136628.14818495783
1572,131185.4979704044
1573,267183.274
1574,146626.03522593348
1575,206103.684
1576,215392.32
1577,203491.49455555555
1578,141202.922
1579,126070.832
1580,184934.3834761905
1581,149833.661
1582,121282.65217096587
1583,259815.244
1584,253005.21
1585,128122.768
1586,90870.288
1587,117381.81895421854
1588,145722.24072125394
1589,109295.562
1590,135950.66394444444
1591,117860.97334279088
1592,110284.05533333332
1593,104466.05061525243
1594,180101.482
1595,174694.05566666665
1596,200998.34833333336
1597,204826.784
1598,181509.30757981946
1599,122456.304
1600,167114.26183333332
1601,73858.576
1602,88077.03228571429
1603,96026.373
1604,268004.976
1605,237281.25333333333
1606,163431.99227555055
1607,215875.548
1608,217082.11048717948
1609,198032.7025555556
1610,167954.07381247185
1611,161978.0632
1612,203736.64469230772
1613,206403.4656037296
1614,128066.5826452763
1615,94038.0
1616,93939.2
1617,93697.8
1618,120101.09905237393
1619,128377.754
1620,280811.282
1621,122111.37
1622,136469.5125
1623,207513.194
1624,187048.2546126318
1625,131974.226
1626,163032.75733333334
1627,172994.76186560228
1628,250428.38
1629,172043.40341709313
1630,304001.592
1631,214500.63466666665
1632,237918.46
1633,169785.9814031334
1634,178120.5019152324
1635,181893.1920606061
1636,181597.56636555275
1637,183325.7
1638,207747.016
1639,181999.31333333335
1640,251477.982
1641,180964.89333333334
1642,230379.32666666666
1643,201459.0241111111
1644,221441.63272727275
1645,179771.91933333335
1646,155389.38103236238
1647,156622.1194250677
1648,140919.24153347136
1649,139492.16797619048
1650,119310.10178181114
1651,119731.70151496687
1652,93478.022
1653,96186.022
1654,156936.13
1655,131376.94466666668
1656,140642.962
1657,156708.04111111112
1658,140565.962
1659,126961.33907563025
1660,143892.41264859147
1661,413481.998
1662,337585.596
1663,320508.132
1664,404217.782
1665,282681.644
1666,319791.242
1667,351538.42
1668,283005.458
1669,250828.558
1670,330319.458
1671,298027.626
1672,461882.146
1673,286665.6
1674,248924.73
1675,199778.80436666668
1676,202230.3373333333
1677,207680.45215384618
1678,392208.646
1679,362690.506
1680,289008.24
1681,244300.576
1682,322042.466
1683,185293.2173333333
1684,166697.8329771329
1685,171146.95754665913
1686,166139.51333333334
1687,169751.48052555672
1688,182831.64950280174
1689,177939.24555301943
1690,172992.42433384972
1691,170057.01465850815
1692,211191.33
1693,169013.95465254085
1694,175113.38556962376
1695,174373.80418691496
1696,287199.872
1697,174075.03059717137
1698,329739.046
1699,274168.956
1700,253238.9073333333
1701,273546.098
1702,278206.33
1703,284459.332
1704,246314.382
1705,216292.065
1706,325396.67
1707,243235.18733333334
1708,249838.49646666666
1709,255573.81840000002
1710,218963.35133333335
1711,222512.714
1712,270868.392
1713,258895.38
1714,225008.746
1715,207313.7920606061
1716,174102.742
1717,131038.458
1718,140813.96
1719,207820.76
1720,233848.604
1721,132287.348
1722,132287.348
1723,167954.03171464748
1724,243522.57333333333
1725,229985.58
1726,201468.05
1727,184437.0287178573
1728,175421.08030295745
1729,169564.03504343535
1730,164853.606
1731,125445.30842897453
1732,116724.28647684498
1733,119534.0289317322
1734,124144.30473636364
1735,120494.30166588038
1736,119079.39025318198
1737,258017.74
1738,183766.57458730158
1739,350479.364
1740,282253.264
1741,185017.826
1742,167775.094
1743,173848.3274117647
1744,212922.348
1745,218254.54
1746,203851.984
1747,202424.254
1748,218026.94
1749,158314.04463730473
1750,142041.09903479382
1751,222237.956
1752,118297.69216735836
1753,168828.67141125546
1754,190192.256
1755,165895.026
1756,119788.24214747807
1757,114028.59168473027
1758,151706.27779781813
1759,174894.36655555558
1760,149597.57837321493
1761,150014.7835041617
1762,183918.63
1763,147832.19
1764,118872.81873325232
1765,164744.28333333335
1766,165203.37903030304
1767,202859.038
1768,133542.70758707958
1769,148218.84556884057
1770,115523.97619145385
1771,139595.94528630626
1772,148264.86109940545
1773,139259.28866408856
1774,167078.3048888889
1775,122927.29545836755
1776,148361.38026176044
1777,100378.34791197692
1778,107914.590195671
1779,137455.45245551228
1780,168296.884
1781,137801.00998206425
1782,112751.80833333333
1783,129468.089
1784,77611.41815384616
1785,119171.745
1786,127902.99289855073
1787,142258.298
1788,81796.156
1789,93418.73755555553
1790,76883.668
1791,210453.154
1792,153908.9683164328
1793,131489.1065360835
1794,123722.73160065647
1795,139111.62613277932
1796,130564.654465031
1797,112896.40708674914
1798,122449.15067201426
1799,93185.69733333333
1800,142228.31865732014
1801,132198.3333333333
1802,121037.07341965054
1803,159273.28
1804,136750.6065359477
1805,125921.41324777181
1806,134122.19523809524
1807,137108.884
1808,137596.096
1809,141809.626
1810,148253.983
1811,132875.324
1812,124468.96
1813,124876.58974358975
1814,94773.43940330822
1815,79490.548
1816,91012.5239992051
1817,125803.264
1818,139669.272
1819,118043.348
1820,78351.67243956044
1821,103366.34975619547
1822,138159.264
1823,87964.266
1824,141529.0363888889
1825,136098.58657142858
1826,108289.18854201605
1827,105042.24430542403
1828,131564.00000000003
1829,117064.42866666666
1830,149940.268
1831,135746.39956521738
1832,170863.14
1833,176609.566
1834,124688.04177777778
1835,120477.428
1836,123721.24142857143
1837,87177.39168253967
1838,130023.52333333333
1839,82568.01
1840,179351.2241035492
1841,154841.57038095238
1842,102201.425
1843,141028.7818659131
1844,134753.0725
1845,157726.5406666667
1846,158840.98628326118
1847,248851.49
1848,95664.14866666668
1849,161453.0566666667
1850,130719.82354209489
1851,170576.3
1852,119325.5474498747
1853,136894.47
1854,117379.4
1855,190336.502
1856,191932.37812121212
1857,194006.578
1858,173375.228
1859,127497.252
1860,145966.77666666667
1861,127762.662
1862,305546.278
1863,299285.52
1864,299243.52
1865,295874.568
1866,283337.916
1867,240210.074
1868,246699.78
1869,202821.99833333335
1870,193078.27320512824
1871,240702.2244
1872,168775.07447163842
1873,198272.90333333332
1874,121986.0
1875,227157.088
1876,205567.37672727276
1877,205080.6326923077
1878,235640.77066666665
1879,146050.836
1880,136920.11270588235
1881,250286.122
1882,265812.988
1883,206198.89066666667
1884,230998.25
1885,240840.32
1886,272695.824
1887,234920.57558119658
1888,268936.87
1889,169250.25225
1890,140700.971719945
1891,131445.0736
1892,116927.47962979872
1893,149170.48877731248
1894,128612.11
1895,168090.94966666668
1896,116503.5708083662
1897,117231.55987185825
1898,111334.506
1899,135331.51240099274
1900,106407.508
1901,175989.00933333335
1902,158568.36586666663
1903,217710.048
1904,133194.24982501016
1905,180652.85433333332
1906,142934.33923636365
1907,266478.48
1908,95459.926
1909,115701.808
1910,115506.816
1911,202529.87545454546
1912,239292.248
1913,134105.512
1914,84403.116
1915,282097.268
1916,121073.308
1917,265613.39333333337
1918,133843.67502334266
1919,158995.60266666667
1920,229160.89
1921,377884.252
1922,284092.28
1923,200418.2066666667
1924,213081.476
1925,249519.6173333333
1926,333646.666
1927,134157.0752027502
1928,156671.65066666665
1929,124434.15476190476
1930,128620.2
1931,112023.808
1932,123392.504
1933,161266.974
1934,174862.1459622181
1935,171438.4503333333
1936,175783.52536192947
1937,176578.70331931525
1938,208590.966
1939,253717.726
1940,191894.33075757578
1941,177069.68071940535
1942,202736.3206666667
1943,189147.63078932176
1944,326529.284
1945,342480.542
1946,169157.684
1947,253543.232
1948,188533.084
1949,279081.8
1950,169934.15744617736
1951,238333.48
1952,208191.65
1953,165345.1543188406
1954,193355.036
1955,128182.108
1956,248654.386
1957,191428.07933333336
1958,298233.234
1959,150844.474
1960,130155.6533103265
1961,118829.94638509676
1962,93478.022
1963,94571.822
1964,115982.208
1965,140605.008
1966,131591.31066666666
1967,262907.41706666665
1968,412950.466
1969,367558.44
1970,368422.514
1971,364459.254
1972,283572.096
1973,255036.184
1974,312387.664
1975,364969.712
1976,251312.112
1977,349576.242
1978,370592.476
1979,284794.968
1980,206446.30015384615
1981,236371.656
1982,220915.58153333332
1983,220915.58153333332
1984,166832.232
1985,205652.2333333333
1986,243459.458
1987,173518.378
1988,176140.13081092824
1989,202511.23733333335
1990,223425.46
1991,219589.48352380955
1992,225550.30666666667
1993,177067.39544181692
1994,260278.354
1995,182309.4213459031
1996,283857.64
1997,286272.782
1998,292163.606
1999,262455.306
2000,304032.74
2001,263600.61
2002,255636.53466666664
2003,223269.96024908425
2004,240330.62
2005,228572.036
2006,231709.11846666667
2007,277032.512
2008,197175.80257936512
2009,204682.64066666667
2010,194770.40866666666
2011,149262.17
2012,180513.574131248
2013,186973.936
2014,181495.6585735578
2015,195645.90933333331
2016,209070.5706666667
2017,198613.844
2018,123110.50219261087
2019,115120.23458795609
2020,122336.6663324272
2021,114673.70977039827
2022,180762.022
2023,142496.725
2024,309973.024
2025,293084.146
2026,170288.54666666666
2027,142933.05359999998
2028,159287.76
2029,172501.7291111111
2030,265446.008
2031,187040.038
2032,235063.87
2033,224911.688
2034,160745.4213333333
2035,205046.82
2036,150021.794
2037,154739.928
2038,282445.208
2039,187414.398
2040,272820.14
2041,201281.16
2042,218054.69
2043,152105.342
2044,140135.7
2045,189040.25
2046,124848.37
2047,158754.124
2048,120906.65503300789
2049,128181.1
2050,181224.464
2051,122009.51227070708
2052,136248.49184437376
2053,142972.1857124375
2054,79861.276
2055,157692.89481784884
2056,142144.44208353243
2057,112186.95835714287
2058,207442.158
2059,141900.95675517072
2060,155869.56333333335
2061,179760.7743333333
2062,139233.48105057722
2063,103021.588
2064,135497.71494480502
2065,121753.75800000002
2066,196580.8866666667
2067,139419.6155555556
2068,187506.802
2069,91156.38120430107
2070,95329.98058674914
2071,84646.51
2072,131166.03852517574
2073,130805.95371255411
2074,148219.929563332
2075,144776.83017353035
2076,113913.63653286522
2077,149185.62718218376
2078,126852.32208110517
2079,135406.3186666667
2080,117456.83412079664
2081,114504.21721098517
2082,144456.98
2083,134627.25833333333
2084,113090.42523809522
2085,138961.8127263793
2086,130019.848
2087,115081.22208751107
2088,115432.14123076924
2089,84281.41
2090,126023.82977777778
2091,127078.27
2092,134099.5196641604
2093,165937.5
2094,103775.43997841771
2095,134657.51666666666
2096,88623.43161904761
2097,82183.3
2098,146390.175
2099,67434.852
2100,150486.53855555557
2101,136774.268
2102,136141.146
2103,81176.196
2104,189681.57933333333
2105,115179.34
2106,88649.62028571428
2107,182022.974
2108,120699.15312897453
2109,130915.8495903509
2110,119834.42447026657
2111,139187.678787759
2112,140347.73481940865
2113,118533.39549730631
2114,111764.116
2115,135020.275
2116,105137.5132927521
2117,136176.8277777778
2118,127283.78276190476
2119,102746.45813043235
2120,104451.348
2121,109478.88881726612
2122,97080.622
2123,95233.07613636363
2124,174863.988
2125,135726.782
2126,131068.01428571428
2127,149366.3253333333
2128,125721.032
2129,80295.232
2130,158293.674
2131,119493.16023076924
2132,100215.566
2133,104855.14186675163
2134,108285.0358645269
2135,80008.786
2136,126191.33533333332
2137,126641.89501150804
2138,141489.42254635194
2139,162802.9099378882
2140,130857.61626765542
2141,136507.9725
2142,143065.96058144947
2143,146604.578
2144,132638.91015837106
2145,121382.60809463255
2146,158192.37030937948
2147,158424.31333333335
2148,130100.96525541127
2149,124608.75347304612
2150,205939.924
2151,95024.1
2152,195631.2
2153,157435.767992452
